Isolate name	Standardized name	Isolation	Ecological origins	wine_eco	Geographical origins	HO deletion	SSD1_allele	Ploidy	Aneuploidies	Aneuploidy_type	Zygosity	Mean coverage	Clades	Collection / Provider	Reference	heterozygosity	basename	ssd1geno	ssd1het	chr1only
RP.10.4	BVA	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	247	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002421899	RP_10_4	AA	hom	FALSE
RP11.4.1	CNS	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	171	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002553944	RP11_4_1	AA	hom	FALSE
RP11.4.11	CNT	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	214	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002546714	RP11_4_11	AA	hom	FALSE
RP11.4.14	CNV	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	aneu;+1*6;	Gain	heterozygous	316	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.001841711	RP11_4_14	AA	hom	FALSE
RR1a	CGQ	Unknown	Unknown	Unknown	"My Tho, South Vietnam"	no	B	2	euploid	Euploid	heterozygous	260	26. Asian fermentation	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.000725586	RR1a	BB	hom	FALSE
S11F3-6B	CCT	Phloem sap of Caryota urens	Tree	Tree	Sri Lanka	no	B	2	euploid	Euploid	homozygous	223	24. Asian islands	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.00033326	S11F3_6B	BB	hom	FALSE
S8BM-30-2D	CCV	Phloem sap of Caryota urens	Tree	Tree	Sri Lanka	no	B	2	euploid	Euploid	homozygous	199	24. Asian islands	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000339231	S8BM_30_2D	BB	hom	FALSE
S8BM-32-4D(a)	CDA	Phloem sap of Caryota urens	Tree	Tree	Sri Lanka	yes	B	1	euploid	Euploid	homozygous	247	24. Asian islands	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000308192	S8BM_32_4D_a	BB	hom	FALSE
SA.1.5.	CNK	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	349	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.001734125	SA_1_5_	AA	hom	FALSE
SA.10.1.VL1	CNQ	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	239	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.003277457	SA_10_1_VL1	AA	het	FALSE
SA.10.1.VR4	CNR	Bioethanol	Bioethanol	Bioethanol	Brazil	no	B	2	euploid	Euploid	heterozygous	220	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.00245661	SA_10_1_VR4	AB	het	FALSE
SA.9.2.BL3	CNL	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	aneu;+1*3;	Gain	heterozygous	320	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.003257767	SA_9_2_BL3	AA	hom	FALSE
SA.9.3.VR1	CNM	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	202	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002630725	SA_9_3_VR1	AA	hom	FALSE
SA.9.4.BR2	CNP	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	164	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002280759	SA_9_4_BR2	AA	hom	FALSE
SA.9.4.VL4	CNN	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	194	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.003058736	SA_9_4_VL4	AA	hom	FALSE
SA6-31	BVM	Spontaneous grape fermentation	Wine	Must	"Toscana, Italy"	no	A	2	euploid	Euploid	homozygous	241	1. Wine/European	University of Basilicata (Angela Capece and Patrizia Romano)	Peter	0.000217765	SA6_31	AA	hom	FALSE
sample 33	CLD	Flower	Flower	Flower	"Bordeaux, France"	no	A	2	aneu;+2*3;	Gain	homozygous	224	4. Mediterranean oak	Schacherer Laboratory	Peter	0.00029502	STG_3	AA	hom	FALSE
sample 40	CLB	Tree leaves	Tree	Tree	"Bordeaux, France"	no	A	2	euploid	Euploid	homozygous	264	4. Mediterranean oak	Schacherer Laboratory	Peter	0.000284578	STG_1	AA	hom	FALSE
sample 50	CLC	Dead tree	Tree	Tree	"Bordeaux, France"	no	A	2	aneu;+2*3;	Gain	homozygous	182	4. Mediterranean oak	Schacherer Laboratory	Peter	0.000299613	STG_2	AA	hom	FALSE
SBD	CHM	Bakery	Bakery	Bakery	Northern Europe	no	B	2	euploid	Euploid	heterozygous	296	26. Asian fermentation	"INRA Moulon, France (Sicard D.)"	Peter	0.000763731	SBD	BB	hom	FALSE
SBE-1C	CHL	Bakery	Bakery	Bakery	Northern Europe	no	A	2	aneu;+1*2;+1*13;	Gain	heterozygous	184	8. Mixed origin	"INRA Moulon, France (Sicard D.)"	Peter	0.003256154	SBE_1C	AA	het	FALSE
SC 29 F. Dromer IP	CHR	Vagina	"Human, clinical"	"Human, clinical"	France	no	B	2	euploid	Euploid	heterozygous	212	8. Mixed origin	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.003846274	FD29	AB	het	FALSE
SC 32 F. Dromer IP	CHS	Feces	"Human, clinical"	"Human, clinical"	France	no	B	2	euploid	Euploid	heterozygous	221	M. Mosaic	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.002298082	FD32	BB	hom	FALSE
SC 33 F. Dromer IP	CHT	Feces	"Human, clinical"	"Human, clinical"	France	no	B	2	euploid	Euploid	heterozygous	286	M. Mosaic	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.002340861	FD33	BB	hom	FALSE
SC2-37	CRB	Wine	Wine	Wine	Italy	no	A	2	euploid	Euploid	homozygous	182	1. Wine/European	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.000177703	SC2_37	AA	hom	FALSE
SD-15	CBF	Sourdough levan	Bakery	Bakery	"Matera, Italy"	no	B	4	aneu;+1*9;	Gain	heterozygous	232	8. Mixed origin	University of Basilicata (Angela Capece and Patrizia Romano)	Peter	0.006362088	SD_15	AB	het	FALSE
SG4	CGP	Unknown	Unknown	Unknown	"Saigon, South Vietnam"	no	B	2	euploid	Euploid	heterozygous	247	26. Asian fermentation	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.001274569	SG4	BB	hom	FALSE
SG60	BSN	Wine	Wine	Wine	Italy	no	B	2	euploid	Euploid	heterozygous	228	1. Wine/European	University of Florence (Duccio Cavalieri)	8	0.001055222	SG60	AB	het	FALSE
SGB1	CGN	Rice fermentation starter culture	Fermentation	Fermentation	"Saigon, South Vietnam"	no	B	2	euploid	Euploid	heterozygous	224	26. Asian fermentation	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.001083435	SGB1	BB	hom	FALSE
SGU89	BSM	Wine	Wine	Wine	Italy	no	B	2	euploid	Euploid	heterozygous	230	1. Wine/European	University of Florence (Duccio Cavalieri)	8	0.001048799	SGU89	AB	het	FALSE
SJ1L04	AMI	Leaf of Podocarppus macrophyllus	Tree	Tree	"Yuchih, Nantou, Taiwan"	no	B	3	aneu;+1*1;	1only	heterozygous	251	8. Mixed origin	National Hsinchu University of Education (Ching-Fu Lee)	25	0.00472047	SJ1L04	AB	het	TRUE
SJ5L11	AML	Leaf of Acacia dealbata	Tree	Tree	"Tuchih, Nantou, Taiwan"	no	B	3	euploid	Euploid	heterozygous	204	8. Mixed origin	National Hsinchu University of Education (Ching-Fu Lee)	25	0.004408932	SJ5L11	AB	het	FALSE
SJ5L12	AMM	Leaf of Trema orientalis	Tree	Tree	"Beinan, Taitung, Taiwan"	no	B	2	euploid	Euploid	homozygous	212	NA	National Hsinchu University of Education (Ching-Fu Lee)	25	0.000380707	SJ5L12	BB	hom	FALSE
SJ5L13	AMN	Leaf of Wendlandia formosana	Tree	Tree	"Tuchih, Nantou, Taiwan"	no	B	4	euploid	Euploid	heterozygous	253	8. Mixed origin	National Hsinchu University of Education (Ching-Fu Lee)	25	0.005943186	SJ5L13	AB	het	FALSE
SJ5L14	AMP	Fruiting body of Auricularia auricular	Fruit	Fruit	"Taian, Miaoli, Taiwan"	no	A	2	euploid	Euploid	heterozygous	183	M. Mosaic	National Hsinchu University of Education (Ching-Fu Lee)	25	0.001294657	SJ5L14	AA	het	FALSE
SJ5L15	AMQ	Leaf of Acacia dealbata	Tree	Tree	"Tuchih, Nantou, Taiwan"	no	B	3	euploid	Euploid	heterozygous	191	8. Mixed origin	National Hsinchu University of Education (Ching-Fu Lee)	25	0.004729224	SJ5L15	AB	het	FALSE
SJ5L16	AMR	Soil	Soil	Soil	"Jhuosi, Hualein, Taiwan"	no	A	2	euploid	Euploid	homozygous	223	1. Wine/European	National Hsinchu University of Education (Ching-Fu Lee)	25	0.000210531	SJ5L16	AA	hom	FALSE
SJ5L17	AMS	Probiotic	Probiotic	Probiotic	Austria	no	A	2	euploid	Euploid	heterozygous	216	1. Wine/European	Biomin	Peter	0.00060792	SJ5L17	AA	hom	FALSE
SJ5L18	AMT	Probiotic	Probiotic	Probiotic	Austria	no	A	2	euploid	Euploid	heterozygous	251	1. Wine/European	Biomin	Peter	0.000328831	SJ5L18	AA	hom	FALSE
SJ6L01	AMK	Leaf of Cunninghamia lanceolata	Tree	Tree	"Tuchih, Nantou, Taiwan"	no	B	3	aneu;-1*7;	Loss	heterozygous	232	8. Mixed origin	National Hsinchu University of Education (Ching-Fu Lee)	25	0.004525206	SJ6L01	AB	het	FALSE
SJ7L01	AMG	Leaf of Ardisia cornudentata	Tree	Tree	"Tuchih, Nantou, Taiwan"	no	B	3	euploid	Euploid	heterozygous	189	8. Mixed origin	National Hsinchu University of Education (Ching-Fu Lee)	25	0.004793213	SJ7L01	AB	het	FALSE
SK1	SACE_GAL	Lab strain	Lab strain	Lab strain	USA	no	B	2	euploid	Euploid	homozygous	24	13. African palm wine	Rosenstiel Basic Medical Sciences Research Center (James E Haber)	6	0.000197348	SK1	BB	het	FALSE
SM.8.2.C13	CNB	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	311	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.003268857	SM_8_2_C13	AA	hom	FALSE
SM.8.7.BR1	CNG	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	212	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.00243481	SM_8_7_BR1	AA	hom	FALSE
SM.8.7.L8	CNE	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	188	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.003150129	SM_8_7_L8	AA	hom	FALSE
SM.8.7.L9	CNF	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	219	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.003216724	SM_8_7_L9	AA	hom	FALSE
SM.8.8.BL1	CNH	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	241	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002403408	SM_8_8_BL1	AA	hom	FALSE
SM.8.8.CVR1	CNI	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	289	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002323626	SM_8_8_CVR1	AA	hom	FALSE
SM.9.1.AL1	BVD	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	homozygous	225	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.00034021	SM_9_1_AL1	AA	hom	FALSE
SM.9.1.BL7	BVE	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	1	euploid	Euploid	homozygous	254	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.000252315	SM_9_1_BL7	AA	hom	FALSE
SM.9.2.BR3(L)	BVF	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	243	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002655821	SM_9_2_BR3_L	AA	hom	FALSE
SM.9.4.BL2	BVG	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	263	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.003240231	SM_9_4_BL2	AA	hom	FALSE
SM.9.4.BR1	BVH	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	71	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.003112828	SM_9_4_BR1	AA	hom	FALSE
SM.9.4.BR2	CMT	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	115	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.001825787	SM_9_4_BR2	AA	hom	FALSE
SM8.3.M5	CNC	Bioethanol	Bioethanol	Bioethanol	Brazil	no	A	2	euploid	Euploid	heterozygous	217	M. Mosaic	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.003668687	SM8_3_M5	AA	het	FALSE
SRC 120	CHV	Cider bioindustrial strain	Cider	Cider	France	no	A	2	aneu;+1*9;+1*11;+1*16;	Gain	homozygous	267	M. Mosaic	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000270091	SRC120	AA	hom	FALSE
SRC 147	CIA	Bioindustrial strains	Industrial	Industrial	"Bretagne, France"	no	A	2	euploid	Euploid	homozygous	263	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000187022	SRC147	AA	hom	FALSE
SRC 213	CIB	Bioindustrial strains	Industrial	Industrial	"Bretagne, France"	no	A	2	euploid	Euploid	homozygous	220	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000187051	SRC213	AA	hom	FALSE
SX1	BAG	Bark from tree in Fagaceae family	Tree	Tree	"Qinling Mountain, Shaanxi province, China"	no	B	2	euploid	Euploid	homozygous	201	15. CHNII	Chinese Academy of Sciences (Feng-Yan Bai)	24	0.000333121	SX1	AB	hom	FALSE
SX3	BAH	Bark from Carya sp.	Tree	Tree	"Qinling Mountain, Shaanxi province, China"	no	B	2	euploid	Euploid	homozygous	230	15. CHNII	Chinese Academy of Sciences (Feng-Yan Bai)	24	0.000311191	SX3	AB	hom	FALSE
T7_b	ADH	Exudate from Quercus sp.	Tree	Tree	"Babler State Park, MO, USA"	yes	B	1	euploid	Euploid	homozygous	287	26. Asian fermentation	Kruglyak Laboratory	1	0.000233732	T7_b	BB	hom	FALSE
T73_1b	ADS	Monastrel grape fermentation (red wine)	Wine	Wine	"Alicante, Spain"	no	A	2	euploid	Euploid	homozygous	210	1. Wine/European	Kruglyak Laboratory	1	0.000156098	T73_1b	AA	hom	FALSE
TayTa	CGG	Unknown	Unknown	Unknown	"Long An, South Vietnam"	no	B	2	euploid	Euploid	heterozygous	231	26. Asian fermentation	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.000997147	TayTa	BB	hom	FALSE
TL229S2.2	ACB	Cheese	Dairy	Dairy	France	yes	A	1	euploid	Euploid	homozygous	249	M. Mosaic	Kruglyak Laboratory	1	0.000161922	TL229S2_2	AA	hom	FALSE
UC1_1b	ADC	Wine	Wine	Wine	France	yes	A	1	euploid	Euploid	homozygous	259	1. Wine/European	Kruglyak Laboratory	1	0.000151325	UC1_1b	AA	hom	FALSE
UC10	ATM	Wine	Wine	Wine	"California, USA"	no	A	2	euploid	Euploid	homozygous	175	1. Wine/European	Washington University School of Medicine (Justin C Fay)	5	0.000184281	UC10	AA	hom	FALSE
UC4	ATH	Vineyard	Wine	Vineyard	Germany	no	A	2	euploid	Euploid	heterozygous	214	1. Wine/European	Washington University School of Medicine (Justin C Fay)	5	0.000368727	UC4	AA	hom	FALSE
UC5	CLQ	Sake	Sake	Sake	Japan	no	B	1	aneu;+1*1;	1only	homozygous	191	25. Sake	Washington University School of Medicine (Justin C Fay)	5	0.000253932	UC5	BB	hom	TRUE
UC8_1b	ACT	Wine	Wine	Wine	South Africa	yes	A	1	aneu;+1*1;	1only	homozygous	243	1. Wine/European	Kruglyak Laboratory	1	0.000183808	UC8_1b	AA	hom	TRUE
UCD_05-780	CGB	"Beetle from infested Prunus bokhariensis, walk plate on RBCA.  No mold on plate.  Prunus bokhariensis Type Botanky E-1-18"	Insect	Insect	"Winters, CA Wolfskill USDA Prunus germplasm collection, "	no	A	2	euploid	Euploid	homozygous	211	M. Mosaic	Phaff collection (?)	Peter	0.000290751	UCD_05_780	AA	hom	FALSE
UCD_06-645	CGC	"Female olive fly, surface sterilized, smashed, plated on RBCA"	Fruit	Fruit	"Davis, CA, UCD"	no	A	4	euploid	Euploid	heterozygous	302	11. Ale beer	Phaff collection	Peter	0.003957522	UCD_06_645	AA	het	FALSE
UCD_09-448	CGD	Olives from Middle of season 1. on RBCA 11.25.09 Streaked onto PDA 11/30/09	Fruit	Fruit	"Davis, CA, UCD"	no	A	2	euploid	Euploid	homozygous	190	2. Alpechin	Phaff collection	Peter	0.000309087	UCD_09_448	AA	hom	FALSE
UCD_11-601	CGE	"Olive fermentation, 1-gallon, Bucket 5B brine, Sicilian style olives, inoculated with Saccharomyces cerevisiase from 2009 olives."	Fruit	Fruit	"Davis, CA, UCD Food Science, Pilot plant. "	no	A	2	euploid	Euploid	homozygous	190	2. Alpechin	Phaff collection	Peter	0.000309601	UCD_11_601	AA	hom	FALSE
UCD_40-235	CFQ	Muscate grapes	Wine	Fruit	"Walnut Creek, California"	no	A	2	euploid	Euploid	homozygous	340	1. Wine/European	Phaff collection	Peter	0.000199642	UCD_40_235	AA	hom	FALSE
UCD_40-248	CFR	Muscat must to be fortified  (1939)	Wine	Must	"Tulare Winery, California"	no	A	2	euploid	Euploid	homozygous	219	1. Wine/European	Phaff collection	Peter	0.000188191	UCD_40_248	AA	hom	FALSE
UCD_40-255	CFS	Red Tokay grapes  (1939)	Wine	Fruit	"Walnut Creek, California"	no	A	4	aneu;+1*2;-1*6;	Both	homozygous	302	1. Wine/European	Phaff collection	Peter	0.00021085	UCD_40_255	AA	hom	FALSE
UCD_40-346	CFT	"Spoiled Adriatic orchard figs, (1939)"	Fruit	Fruit	"Fresno area,  California"	no	A	2	aneu;+1*5;+1*9;	Gain	heterozygous	246	M. Mosaic	Phaff collection	Peter	0.002543013	UCD_40_346	AA	het	FALSE
UCD_40-49	CFV	Citrus fermentation	Fruit	Fruit	NA	no	A	2	aneu;+1*1;+1*4;	Gain	homozygous	291	1. Wine/European	Phaff collection	Peter	0.000165498	UCD_40_49	AA	hom	FALSE
UCD_61-190-6A	CDN	Drosophila sp.	Insect	Insect	"California, USA"	no	B	2	aneu;+2*1;+2*3;	Gain	homozygous	253	NA	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000454191	UCD_61_190_6A	BB	hom	FALSE
UFRJ_50613-2D(a)	CDM	Cushvara river	Water	Water	"Rio de Janeiro, Brazil"	no	A	2	euploid	Euploid	homozygous	260	M. Mosaic	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000301179	UFRJ_50613_2D_a	AA	hom	FALSE
UL G84F88I90	CKG	S. boulardii isolates lychee (reference strain Biocodex)	Fruit	Fruit	Vietnam	no	A	2	euploid	Euploid	heterozygous	202	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000347915	ULG84F88I90	AA	hom	FALSE
ultra lev. 1127	CKH	S. boulardii isolates (from UltraLevure packet)	Industrial	Industrial	"Paris, France"	no	A	2	euploid	Euploid	heterozygous	186	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000342702	Lot1127	AA	hom	FALSE
UWOPS03-429.1	BMA	"Nectar, bertam palm"	Tree	Tree	Malaysia	no	B	2	euploid	Euploid	homozygous	209	19. Malaysian	"University of Western Ontario, Canada (Lachance M.A.)"	9	0.000221224	UWOPS03_429_1	BB	hom	FALSE
UWOPS03-433.3	BMB	"Nectar, bertam palm"	Tree	Tree	Malaysia	no	B	2	euploid	Euploid	homozygous	238	19. Malaysian	"University of Western Ontario, Canada (Lachance M.A.)"	9	0.000216665	UWOPS03-433.3	BB	hom	FALSE
UWOPS03-459.1	BMC	"Nectar, bertam palm"	Tree	Tree	Malaysia	no	B	2	euploid	Euploid	homozygous	314	19. Malaysian	"University of Western Ontario, Canada (Lachance M.A.)"	9	0.000218568	UWOPS03_459_1	BB	hom	FALSE
UWOPS03-461.4	AKM	"Nectar, Bertam palm"	Tree	Tree	Malaysia	no	B	2	euploid	Euploid	homozygous	200	19. Malaysian	"University of Western Ontario, Canada (Lachance M.A.)"	9	0.000199984	UWOPS03_461_4	BB	hom	FALSE
UWOPS05_227_2	SACE_MAL	"Telok Senangin, Malaysia, Lachance M, 2005 Trigona spp (Stingless bee) collected near Bertam palm flower"	Insect	Insect	"Telok Senangin, Malaysia"	no	B	2	euploid	Euploid	homozygous	61	19. Malaysian	"University of Western Ontario, Canada (Lachance M.A.)"	17	0.000128291	UWOPS05.227.2	BB	hom	FALSE
UWOPS83-787_3	SACE_GAS	Opuntia spp.	Nature	Nature	Bahamas	no	B	2	euploid	Euploid	homozygous	458	NA	"University of Western Ontario, Canada (Lachance M.A.)"	6	0.000353641	UWOPS83-787-3	BB	hom	FALSE
UWOPS83-883-2	ANP	"Drosophila sp. from Opuntia stricta,"	Insect	Insect	Navassa Island	no	B	2	euploid	Euploid	heterozygous	205	8. Mixed origin	"University of Western Ontario, Canada (Lachance M.A.)"	Peter	0.003927042	UWOPS83_883_2	AB	het	FALSE
UWOPS87-2421	SACE_GAT	Opuntia spp.	Nature	Nature	Hawaii	no	A	2	euploid	Euploid	homozygous	32	NA	"University of Western Ontario, Canada (Lachance M.A.)"	6	0.000343901	UWOPS87-2421	AA	hom	FALSE
VF8_(6)	APG	"Bioethanol, Sao Joao sugar mill"	Bioethanol	Bioethanol	"Araras, Sao Paulo, Brazil"	no	A	1	euploid	Euploid	homozygous	263	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.000292499	VF8_6	AA	hom	FALSE
VKM_Y-504:S	CCN	Berries of Viburnum Burejanum	Fruit	Fruit	Russian Far East	no	B	2	euploid	Euploid	homozygous	262	18. Far East Asia	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000393985	VKM_Y_504_S	BB	hom	FALSE
VL5	CGR	Rice fermentation starter culture	Fermentation	Fermentation	"Phan Thiet, South Vietnam"	no	B	2	euploid	Euploid	heterozygous	251	26. Asian fermentation	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.000820289	VL5	BB	hom	FALSE
VNL3	CGH	Unknown	Unknown	Unknown	"Ha Noi, North Vietnam"	no	B	3	euploid	Euploid	heterozygous	268	NA	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.0021208	VNL3	BB	hom	FALSE
W303	SACE_GAV	Lab strain	Lab strain	Lab strain	NA	no	A	2	euploid	Euploid	homozygous	19	M. Mosaic	EUROFAN	6	4.10E-05	W303	AA	hom	FALSE
WE372_1b	ACV	Wine	Wine	Wine	South Africa	yes	A	1	aneu;+1*1;	1only	homozygous	256	1. Wine/European	Kruglyak Laboratory	1	0.000187869	WE372_1b	AA	hom	TRUE
Win-8B	CHK	Brewery	Beer	Beer	UK	no	B	2	aneu;+1*9;	Gain	heterozygous	212	8. Mixed origin	"INRA Moulon, France (Sicard D.)"	Peter	0.003566107	Win_8B	BB	het	FALSE
Y1	ATB	Mushroom	Nature	Nature	NA	no	A	3	euploid	Euploid	heterozygous	215	M. Mosaic	Washington University School of Medicine (Justin C Fay)	5	0.005339576	Y1	AA	het	FALSE
Y10_1b	ACI	Coconut	Fruit	Fruit	Philippines	yes	A	1	euploid	Euploid	homozygous	183	M. Mosaic	NA	1	0.00035149	Y10_1b	AA	hom	FALSE
Y12_1b	ACK	Palm wine	Palm wine	Palm wine	Ivory Coast	yes	B	1	euploid	Euploid	homozygous	223	26. Asian fermentation	Kruglyak Laboratory	1	0.000225349	Y12_1b	BB	hom	FALSE
Y3_1b	ACL	Palm wine	Palm wine	Palm wine	NA	yes	B	1	aneu;+1*12;	Gain	homozygous	212	M. Mosaic	NA	1	0.000311327	Y3_1b	BB	hom	FALSE
Y4	ATN	Fruit	Fruit	Fruit	Indonesia	no	A	2	euploid	Euploid	homozygous	235	1. Wine/European	Washington University School of Medicine (Justin C Fay)	5	0.000162156	Y4	AA	hom	FALSE
Y5	ATP	Bili wine	Palm wine	Palm wine	West Africa	no	B	2	euploid	Euploid	homozygous	348	13. African palm wine	Washington University School of Medicine (Justin C Fay)	Peter	0.00026394	Y5	BB	hom	FALSE
Y55_1b	ADA	Wine	Wine	Wine	France	yes	B	1	euploid	Euploid	homozygous	267	M. Mosaic	Kruglyak Laboratory	1	0.000333509	Y55_1b	BB	hom	FALSE
Y6_b	ADP	Unknown	Unknown	Unknown	French Guiana	no	A	2	aneu;+2*2;+2*9;+2*11;	Gain	heterozygous	267	8. Mixed origin	Kruglyak Laboratory	1	0.000536074	Y6_b	AA	hom	FALSE
Y9_4	ACM	Ragi fermentation	Fermentation	Fermentation	Indonesia	yes	B	1	euploid	Euploid	homozygous	216	26. Asian fermentation	Kruglyak Laboratory	1	0.000201294	Y9_4	BB	hom	FALSE
Y9J_1b	ADB	Wine	Wine	Wine	Japan	yes	A	1	aneu;+1*10;	Gain	homozygous	259	1. Wine/European	Kruglyak Laboratory	1	0.000249953	Y9J_1b	AA	hom	FALSE
YJM1078	SACE_YDM	Clinical	"Human, clinical"	"Human, clinical"	Portugal	no	A	2	euploid	Euploid	homozygous	48	2. Alpechin	Phaff collection	2	0.000211182	YJM1078	AA	hom	FALSE
YJM1083	SACE_YDN	Clinical	"Human, clinical"	"Human, clinical"	"North Carolina, USA"	no	B	2	euploid	Euploid	homozygous	350	M. Mosaic	Phaff collection	2	0.000255483	YJM1083	BB	hom	FALSE
YJM1129	SACE_YDO	"Non-Clinical, segregant of NRRL Y-53 (=NRRL Y-567)"	Distillery	Distillery	"Ohio, USA"	no	A	2	euploid	Euploid	homozygous	138	1. Wine/European	Phaff collection	2	0.000188641	YJM1129	AA	hom	FALSE
YJM1190	SACE_YBJ	Unknown	"Human, clinical"	"Human, clinical"	"Michigan, USA"	no	A	2	euploid	Euploid	homozygous	31	M. Mosaic	Phaff collection	2	0.000397536	YJM1190	AA	hom	FALSE
